enlace,me_gusta,Publicacion,descripcion,ID_Comentario,Usuario,Texto_Comentario,Cantidad_Likes,Tema_Principal,Sentimiento,Subtema_o_Keyword,Es_Respuesta_A
,,23,,C6,7 sem,Felicidades UNMSM,0,Deportes,Positivo,Felicitación institucional,-
,,23,,C7,7 sem,Bien merecido...vamos UNMSM,0,Deportes,Positivo,Reconocimiento mérito,-
,,23,,C8,7 sem,Felicitaciones UNMSM 👏👏👏⚽,0,Deportes,Positivo,Felicitación,-
,,23,,C9,7 sem,Viva San Marcos ❤️,0,Orgullo,Positivo,Amor institucional,-
,,23,,C10,7 sem,"Rectorado? Es se deber de la oficina de bienestar y deporte, k xupam3dia de jer1",0,Gestión,Negativo,Crítica rectoría,-
,,23,,C11,7 sem,🔥🔥🔥 @harianitabusvi,0,Personal,Positivo,Mencion usuario,-
,,23,,C12,7 sem,@jr_marcelo.p buena barrio,1,Personal,Positivo,Reconocimiento jugador,-
,,23,,C13,7 sem,Capitan del futuro @jr_marcelo.p,3,Personal,Positivo,Reconocimiento jugador,-
https://www.instagram.com/p/DQNDdoTEvFC/?img_index=1,2392,24,"⚽🏆 ¡UNMSM CAMPEÓN! 🏆⚽ En un duelo electrizante que terminó 2-2 en el tiempo reglamentario, la Universidad Nacional Mayor de San Marcos se impuso por 5-3 en penales ante la UPN, coronándose como campeón de la Liga Universitaria 2025. 🔥💙❤️

Una final llena de garra, emoción y orgullo sanmarquino. 💪

#FEDUP #LigaUniversitaria2025 #UNMSM #FútbolUniversitario #Campeones",C1,7 sem,FELICIDADES 🎉 🦁SOMOS CAMPEONES,20,Deportes,Positivo,Celebración campeonato,-
,,24,,C2,7 sem,Felicitaciones!! 👏,2,Deportes,Positivo,Reconocimiento,-
,,24,,C3,7 sem,Otra vez se dio la vuelta ❤️,0,Deportes,Positivo,Tradición ganadora,-
,,24,,C4,7 sem,Somos campeones otra vez …!!👏👏👏,1,Deportes,Positivo,Celebración repetida,-
,,24,,C5,7 sem,Siempre San marcos 😃,1,Orgullo,Positivo,Identidad permanente,-
,,24,,C6,7 sem,SAN MARCOS ES EL PERÚ 🇵🇪🏆,7,Orgullo,Positivo,Identidad nacional,-
,,24,,C7,7 sem,Bravo UPN 🙌👏😍,0,Deportes,Positivo,Reconocimiento rival,-
,,24,,C8,7 sem,❤️,0,General,Positivo,Emoticones,-
,,24,,C9,7 sem,JAJAJAJA,0,General,Positivo,Reacción humor,-
,,24,,C10,7 sem,"Grande San Marquitos 🔥👏 @davidblas_10 @brayan_raul_27 @marlonlozano1206 @johanrobles99 felicidades hermanitos, los mejores ⚽️",1,Personal,Positivo,Reconocimiento jugadores,-
https://www.instagram.com/p/DQM_ZIJkve1/,689,25,"¡PENALES EN LA FINAL DE FÚTBOL VARONES!

UPN 2(3)-(5)2 UNSM

#culturafedup #fedup #unsm #upn #final",,,,,,,,
https://www.instagram.com/p/DQJ_ggkDRih/?img_index=1,7457,26,"🌎 Talento sanmarquino que trasciende fronteras | El biólogo Renato La Torre Ramírez, egresado de la Facultad de Ciencias Biológicas de la UNMSM, obtuvo el primer lugar en el primer Concurso Latinoamericano a la Mejor Tesis 2025, organizado por la Universidad Autónoma de Guerrero (México). 🇵🇪✨

Su investigación sobre líquenes antárticos, basada en códigos de barras de ADN, representa un valioso aporte al conocimiento científico y a la identificación genética de especies en ecosistemas extremos. ❄️🔬",C1,7 sem,👏👏👏👏👏👏👏,1,Académico,Positivo,Aplausos,-
,,26,,C2,7 sem,Felicitaciones de otra bióloga sanmarquina investigadora❤️,0,Académico,Positivo,Identidad profesional,-
,,26,,C3,7 sem,Que orgullo ❤️,1,Orgullo,Positivo,Orgullo institucional,-
,,26,,C4,7 sem,👏,0,Académico,Positivo,Aplausos,-
,,26,,C5,7 sem,🎉🎉🎉,0,Académico,Positivo,Celebración,-
,,26,,C6,7 sem,👏👏👏👏🙌,0,Académico,Positivo,Aplausos,-
,,26,,C7,7 sem,👏👏👏👏,0,Académico,Positivo,Aplausos,-
,,26,,C8,7 sem,👏,0,Académico,Positivo,Aplausos,-
,,26,,C9,7 sem,👏👏👏,0,Académico,Positivo,Aplausos,-
,,26,,C10,7 sem,👏👏👏,0,Académico,Positivo,Aplausos,-
,,26,,C11,7 sem,Felicidades renatooo 👏,3,Personal,Positivo,Reconocimiento personal,-
,,26,,C12,7 sem,👏👏👏🔥,0,Académico,Positivo,Aplausos,-
,,26,,C13,7 sem,"ORGULLO. SAN MARCOS ES COMO SU HIJO, UNIVERSITARIO DE DEPORTES: ""CONTRA TODO Y CONTRA TODOS"" 💪🏽💪🏽💪🏽",0,Orgullo,Positivo,Identidad resiliente,-
,,26,,C14,7 sem,Dejemos q San Marcos hable de San Marcos no permitamos q foráneos hablen ignorancia..,0,Defensa,Positivo,Protección institucional,-
https://www.instagram.com/p/DQFMVkhj5fr/,555,27,"🏀 Resurge el básquet en San Marcos.
Con esfuerzo y trabajo en equipo, nuestras jugadoras clasificaron a los Juegos Macrorregionales 🏅 que se realizarán del 21 al 29 de noviembre.

Dirigidas por Jorge Ygor Arias y con el apoyo de la rectora Dra. Jeri Ramón Ruffner, el deporte sanmarquino sigue creciendo. 💪💙
¡San Marcos compite, inspira y deja huella! 🔥",,,,,,,,
https://www.instagram.com/p/DQCwYg_jzq6/,1326,28,"🚀 Talento sanmarquino que llega al espacio.
Estudiantes de la Escuela de Ingeniería Mecánica de Fluidos representaron al Perú en el 76.º Congreso Internacional de Aeronáutica (IAC 2025), el foro espacial más grande del mundo, realizado en Sídney, Australia. 🇵🇪🌍

💡 Un encuentro global que reunió a los principales expertos en exploración espacial, donde la ciencia sanmarquina demostró su capacidad para llegar más lejos. ✨",C1,7 sem,Felicitaciones 🇵🇪🇵🇪🇵🇪,2,Académico,Positivo,Reconocimiento patriótico,-
,,28,,C2,7 sem,Jsjsjsj ❤️🔥,2,General,Positivo,Reacción emocional,-
,,28,,C3,7 sem,IAC 2025 de las mejores experiencias 🇦🇺🚀🙌🏼,2,Académico,Positivo,Testimonio experiencia,-
,,28,,C4,7 sem,🔥🔥🔥,2,General,Positivo,Emoticones,-
,,28,,C5,7 sem,👏👏,1,Académico,Positivo,Aplausos,-
,,28,,C6,7 sem,👏👏👏👏👏👏👏,1,Académico,Positivo,Aplausos,-
,,28,,C7,7 sem,🇵🇪❤️,3,Orgullo,Positivo,Patriotismo,-
,,28,,C8,7 sem,Bien chicos ! Al infinito y más allá,0,Académico,Positivo,Aliento motivacional,-
,,28,,C9,7 sem,@dicarlo.roma Felicitaciones por este gran proyecto! orgullosa de ti siempre!!!🙌 😍,1,Personal,Positivo,Reconocimiento personal,-
,,28,,C10,7 sem,@juan.dmh.12 🔥🔥🔥 capo de capos,2,Personal,Positivo,Reconocimiento personal,-
https://www.instagram.com/p/DP7TETuEXg8/,509,29,"🚀 ¡Junto a las estrellas!
Haniel, estudiante de Ingeniería Eléctrica de la UNMSM, apunta a convertirse en un científico de talla mundial tras participar en el 76.º Congreso Astronáutico Internacional (IAC) en Sídney, Australia.

Su motivación es promover el desarrollo de la tecnología nuclear a través de la Asociación Estudiantil Nuclear del Perú (AENUP), integrada por sanmarquinos y alumnos de otras universidades.",C1,7 sem,Que orgullo Sanmarquino,0,Orgullo,Positivo,Orgullo institucional,-
https://www.instagram.com/p/DP5JfCoDo5P/?img_index=1,13597,30,"📢 Comunicado
La Universidad Nacional Mayor de San Marcos rechaza las declaraciones del ministro del Interior, Vicente Tiburcio Orbezo, que califican injustamente a nuestros estudiantes como “los más violentistas”.

La Decana de América exige una rectificación y mantiene su compromiso con la democracia, la paz y la formación de ciudadanos íntegros. 🇵🇪

Asimismo, exhorta al Poder Ejecutivo, para que tome las acciones necesarias frente a la inseguridad que nos aqueja.

Además, invoca al Poder Legislativo a trabajar en leyes más acorde a la realidad a la que nos enfrentamos día a día todos los ciudadanos.
3 sem",,,,,,,,
https://www.instagram.com/p/DP407MuiO4W/,493,31,"La Universidad Nacional Mayor de San Marcos dará inicio a los Juegos Florales Julia Sánchez 2025 el 21 de octubre, con una jornada de atletismo en la pista olímpica del estadio sanmarquino.

🏅 Las competencias se desarrollarán hasta el 14 de noviembre, con disciplinas como voleibol, fútbol, futsal, ajedrez, tenis de mesa, baloncesto y aeróbicos, promoviendo la integración y el talento deportivo sanmarquino.",C1,7 sem,Solo Pregrado o habrá para egresados 👀,1,Organización,Neutral,Consulta participación,-
,,31,,C2,7 sem,Nos vemos ahí🤩,0,Participación,Positivo,Entusiasmo evento,-
,,31,,C3,7 sem,Donde esta el link de la descripción?,0,Organización,Neutral,Solicitud información,-
,,31,,C4,7 sem,Natación también,0,Deportes,Neutral,Sugerencia disciplina,-
,,31,,C5,7 sem,dónde esta el enlace?? no lo encuentro,4,Organización,Neutral,Solicitud información,-
,,31,,C6,7 sem,pa cuando de valorant o lol?,0,Deportes,Neutral,Solicitud e-sports,-
,,31,,C7,7 sem,@mctimy92 :v,0,Personal,Neutral,Mencion usuario,-
https://www.instagram.com/p/DP4seNTDxxV/?img_index=1,2723,32,"✨ ¡𝐑𝐞𝐯𝐢𝐯𝐞 𝐥𝐨𝐬 𝐦𝐨𝐦𝐞𝐧𝐭𝐨𝐬 𝐪𝐮𝐞 𝐦𝐚𝐫𝐜𝐚𝐫𝐨𝐧 𝐞𝐥 𝐜𝐚𝐦𝐢𝐧𝐨 𝐡𝐚𝐜𝐢𝐚 𝐞𝐥 𝐢𝐧𝐠𝐫𝐞𝐬𝐨 𝐚 𝐒𝐚𝐧 𝐌𝐚𝐫𝐜𝐨𝐬!
Miles de jóvenes postularon con ilusión, esfuerzo y esperanza al Examen de Admisión UNMSM 2026-I. 🎓💙

📍 Emoción, perseverancia y orgullo sanmarquino en cada jornada.
🔹 Porque ingresar a la Decana de América no es solo un logro…
es el comienzo de una historia que transforma vidas.

🎥 Revive la pasión del examen más importante del Perú.",C1,7 sem,Súbanle al de marketing 🔥,14,Contenido,Positivo,Solicitud contenido,-
,,32,,C2,7 sem,@jairoangel0120 🤜🏽🤛🏽,2,Personal,Positivo,Mencion usuario,-
,,32,,C3,7 sem,"AAAAAA, GRACIAS POR LA FOTO💗 WINNIE POOH FUE CLAVE PARA LOS POSTULANTES🫂",5,Personal,Positivo,Reconocimiento contenido,-
,,32,,C4,7 sem,Like foto 16 !! Con la madre lo más sagrado 🙌,2,Personal,Positivo,Identificación emocional,-
,,32,,C5,7 sem,El traslado externo seria una buena opcion para postular?,0,Admisión,Neutral,Consulta proceso,-
,,32,,C6,7 sem,😂,0,General,Positivo,Reacción humor,-
,,32,,C7,7 sem,La tercera foto me representa,0,Personal,Positivo,Identificación personal,-
,,32,,C8,7 sem,Híbrido,0,Modalidad,Neutral,Sugerencia modalidad,-
https://www.instagram.com/p/DP2OomUj3LZ/?img_index=1,1431,33,"🌎 🚀 ¡Por todo lo alto!
El astronauta análogo y científico sanmarquino Romildo Genaro Silva Cuadros representó al Perú y a la UNMSM en el 76.º Congreso Astronáutico Internacional (IAC 2025) realizado en Sídney, Australia. 🇵🇪🌍

Presentó seis proyectos sobre sostenibilidad espacial y reutilización de satélites, compartiendo escenario con líderes de la NASA y otras agencias mundiales. ✨

💬 “Para un sanmarquino no hay imposibles.”",,,,,,,,
https://www.instagram.com/p/DPzsGMQj1cQ/,847,34,"Te imaginas competir por 55 de las vacantes más deseadas del país? 🏥🎓
Así se vivió la última jornada del Examen de Admisión UNMSM 2026-I, con 4709 postulantes luchando por una plaza en Medicina Humana, la carrera más exigente de la Decana de América.

💪 ¡Un día de esfuerzo, determinación y sueños cumplidos!
Acompáñanos y descubre cómo se vivió esta jornada única.",C1,7 sem,Lo de medicina se llama la real carnicería 🔥🙌👏,4,Admisión,Positivo,Reconocimiento dificultad,-
,,34,,C2,oscar_oliv3ra,@oscar_oliv3ra No hay mayor satisfacción que ingresar a Medicina en San Marcos.,2,Admisión,Positivo,Orgullo ingreso,-
,,34,,C3,manu_ed20,@manu_ed20 concuerdo 🙌❤️,1,Admisión,Positivo,Confirmación orgullo,C2
,,34,,C4,7 sem,Buenos datos,0,Contenido,Positivo,Aprobación información,-
https://www.instagram.com/p/DPwdYf3kdIH/,316,35,"🍽️ La Universidad Nacional Mayor de San Marcos continúa fortaleciendo el servicio de comedores universitarios, ampliando raciones y mejorando la infraestructura para garantizar una atención de calidad a más estudiantes cada día.

✅ San Marcos avanza con hechos, comprometida con el bienestar de su comunidad.",C1,7 sem,Soy una gusana feliz ❤️🐛🪱,3,Servicios,Positivo,Satisfacción usuario,-
,,35,,C2,7 sem,"Una consulta, ya hay fecha para recoger la constancia de ingreso?",1,Académico,Neutral,Consulta trámite,-
,,35,,C3,7 sem,gracias por todo @fusm.unmsm y @comitedecomensalesunmsm porque si fuera por la rectora hace rato que cobrarían el menú 😴,12,Gestión,Mixto,Crítica rectoría,-
https://www.instagram.com/p/DPwB4sbjF_6/,449,36,"🎓💙 Una jornada llena de esfuerzo y esperanza.
Los postulantes del área de Ciencias de la Salud dieron lo mejor de sí en el examen de admisión de la Decana de América, acompañados por el apoyo incondicional de sus familias. 👩‍👩‍👧‍👦✨
Cada paso fue un reflejo de su ilusión por convertirse en futuros sanmarquinos.",C1,7 sem,Una consulta ya hay fecha para recoger la constancia de ingreso?,2,Admisión,Neutral,Consulta trámite,-
,,36,,C2,7 sem,"@iczies_1729 atento a las publicaciones, aún empiezan en marzo hay tiempo 🙌",0,Admisión,Positivo,Consejo y apoyo,C1
,,36,,C3,7 sem,Por aqui soltaran las fechas para recoger la constancia de ingreso???,0,Admisión,Neutral,Consulta trámite,-
https://www.instagram.com/p/DPsUHGIjG5Z/?img_index=1,1004,37,"🍽️ La Universidad Nacional Mayor de San Marcos reafirma su compromiso con el bienestar de su comunidad estudiantil, impulsando mejoras sostenidas en el servicio alimentario universitario.

📍 Como parte de este proceso de fortalecimiento, el 26 de agosto se reabrió el comedor universitario de San Juan de Lurigancho, ampliando la cobertura del servicio a más estudiantes sanmarquinos.

Del mismo modo, el 1 de septiembre se implementó por primera vez la atención de la cena en el comedor de la Facultad de Medicina Veterinaria, que inició con 50 raciones y, en pocas semanas, se incrementó a 70, reflejando una mejora constante en la capacidad de atención.

🏫 En la Ciudad Universitaria, desde el 20 de agosto se vienen ampliando las raciones servidas: los desayunos pasaron de 400 a 700, los almuerzos de 1500 a 2000 y las cenas de 500 a 800. Asimismo, desde el 1 de septiembre las cenas aumentaron a 1000 y, desde el 1 de octubre, con el arreglo de las marmitas, los almuerzos alcanzaron las 2200 raciones.

💪 Próximamente, con la instalación de nuevas marmitas industriales, se llegará a la meta de 2600 almuerzos diarios, garantizando un servicio más eficiente y de mayor alcance.

🎓 San Marcos avanza con hechos concretos, fortaleciendo las condiciones que contribuyen al bienestar y desarrollo integral de sus estudiantes.",C1,7 sem,❤️🙌❤️,0,Servicios,Positivo,Emoticones,-
,,37,,C2,7 sem,Una consulta ya hay fecha para recoger la constancia de ingreso?,1,Admisión,Neutral,Consulta trámite,-
,,37,,C3,7 sem,Con que no haya insectos todo bien.,0,Servicios,Neutral/Leve Crítica,Calidad comida,-
,,37,,C4,7 sem,ya pero den buen desayuno y no solo galletas soda,2,Servicios,Negativo,Calidad alimentación,-
,,37,,C5,7 sem,Y dicen que la toma no hizo nada,3,Gestión,Mixto,Reconocimiento protestas,-
,,37,,C6,7 sem,Gracias @fusm.unmsm y @comitedecomensalesunmsm por todo ❤️,1,Servicios,Positivo,Agradecimiento organizaciones,-
https://www.instagram.com/p/DPrvG9Gj10F/?img_index=1,3752,38,"🎓 ¡La emoción sigue viva en San Marcos! En la tercera fecha del Examen de Admisión 2026-I, los postulantes del área de Ciencias de la Salud llegaron con el corazón latiendo fuerte y la esperanza a flor de piel. 💙✨

Familias alentando desde las rejas, carreras de último minuto y miradas llenas de fe marcaron esta jornada inolvidable. 🙌

Cada paso hacia el aula fue un acto de esfuerzo y amor por el futuro. 💪

📅 Mañana llega el último día del examen. ¡A darlo todo, futuros sanmarquinos! ❤️💛💙",C1,7 sem,Un día lleno de alegrías y obviamente lágrimas de dudosos motivos,2,Admisión,Mixto,Experiencia emocional,-
,,38,,C2,7 sem,🙏🏻,2,General,Positivo,Emoticones,-
,,38,,C3,7 sem,👏,1,General,Positivo,Aplausos,-
,,38,,C4,7 sem,Fotazos! Ansiosa de conocer a mi futur@ ahijad@ 🫂🧠♥️🩹,1,Personal,Positivo,Expectativa personal,-
,,38,,C5,7 sem,❤️,1,General,Positivo,Emoticones,-
,,38,,C6,7 sem,Porque no hay ni un gringo ahí?,0,Observación,Neutral,Comentario diversidad,-
,,38,,C7,7 sem,Fotones🔥,1,Contenido,Positivo,Aprobación fotos,-
,,38,,C8,7 sem,Los locos,1,General,Positivo,Reconocimiento grupo,-
https://www.instagram.com/p/DPpeTNqkbGz/?img_index=1,1831,39,"🏃‍♀️ La Universidad Nacional Mayor de San Marcos inició los Juegos Florales Julia Sánchez 2025 con una jornada de atletismo en la pista olímpica del estadio sanmarquino, donde cerca de 50 deportistas de distintas facultades participaron en pruebas de 100, 200, 800 y 1500 metros planos y salto largo.

🎽 Durante el evento, el jefe del Centro Universitario del Deporte, Sandy Dorian Isla Alcóser, destacó que esta competencia simboliza la unión, perseverancia y compromiso institucional, mientras que el entrenador Javier Chileno resaltó el valor del deporte como complemento esencial de la formación académica.

🏆 Los Juegos Florales continuarán hasta el 6 de noviembre con diversas disciplinas deportivas como voleibol, fútbol, futsal, ajedrez, tenis de mesa, baloncesto y aeróbicos, que celebran el espíritu deportivo y la integración sanmarquina.",C1,7 sem,lo intente muchachos😢❤️,0,Deportes,Mixto,Reconocimiento esfuerzo,-
,,39,,C2,7 sem,"La mejor universidad de Latinoamérica compañeros, pórtense bien en las Verbenas 🤭",0,Orgullo,Positivo,Orgullo institucional,-
,,39,,C3,7 sem,Ese Lincool :v,0,Personal,Positivo,Reconocimiento personal,-
,,39,,C4,7 sem,papi @ram.sem_ 🙌👏,1,Personal,Positivo,Reconocimiento personal,-
https://www.instagram.com/p/DPogq6SjaMg/,405,40,"🏆 ¡La emoción del deporte vuelve al Coliseo y Estadio de San Marcos!
Pasión, fuerza y espíritu sanmarquino… ¡en cada jugada! 🔥

💪 Comienzan los Juegos Florales “Julia Sánchez”, la competencia que une talento y orgullo sanmarquino.

⚽🏀🏐 Fútbol, vóley, básquet, atletismo, futsal y más… ¡San Marcos vibra con el deporte!

📅 Del 10 de octubre al 6 de noviembre
📍 Coliseo y Estadio de la UNMSM

💙 San Marcos vive el deporte.",C1,7 sem,Es para todas las facultades?,1,Organización,Neutral,Consulta participación,-
,,40,,C2,7 sem,@gabs_7ob que sa,0,Personal,Neutral,Mencion usuario,-
,,40,,C3,7 sem,@sebbas_r13 call me,0,Personal,Neutral,Mencion usuario,-
https://www.instagram.com/p/DPoZ0WYjQPU/,1567,41,"🎶 ¡San Marcos celebra con sabor y tradición! 🇵🇪

La Universidad Nacional Mayor de San Marcos continúa mejorando el servicio alimentario para su comunidad y conmemora el Día de la Canción Criolla con un gran Almuerzo y Show Criollo en vivo en el Comedor de la Ciudad Universitaria. 🍽️🎤✨

Serán 2600 estudiantes, 100 docentes y 100 administrativos los que disfrutarán de un ambiente renovado, buena atención y el talento de destacados artistas que llenarán de música, ritmo y peruanidad esta fecha especial. ❤️🎶

📍 Comedor Universitario – Ciudad Universitaria
🗓️ 31 de octubre | Show Criollo en vivo",C1,7 sem,a qué hora? uwu,0,Organización,Neutral,Consulta horario,-
